id1,artigotitle1,id2,artigotitle2
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",3029,"Pfizer-BioNTech COVID-19 Vaccine Emergency Use Authorization; US Department of Health and Human Services, Food and Drug Administration: Silver Spring"
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",5727,The Canadian Paediatric Society. COVID-19 Vaccine for Children
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",4724,COVID-19 Vaccine Spikevax Approved for Children Aged 12 to 17 in EU
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",973,Interim Public Health Considerations for COVID-19 Vaccination of Adolescents in the EU/EEA
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",1175,Factors Associated with Parents' Willingness to Enroll Their Children in Trials for COVID-19 Vaccination
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",666,"Vaccine Hesitancy: COVID-19 and Influenza Vaccine Willingness among Parents in Wuxi, China-A Cross-Sectional Study"
1950,"Systematic Review Safety, Immunogenicity, and Efficacy of COVID-19 Vaccines in Children and Adolescents: A Systematic Review",5711,"A Systematic Review of Methods to Improve Attitudes towards Childhood Vaccinations. Cureus 2019, 11, e5067"
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,4443,"The risk of infections associated with rheumatoid arthritis, with its comorbidity and treatment"
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,1740,Correspondence on 'EULAR December 2020 viewpoints on SARS-CoV-2 vaccination in patients with RMDs
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,2911,Flare of rheumatoid arthritis after COVID-19 vaccination
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,2143,Bell's palsy following vaccination with mRNA (BNT162b2) and inactivated (CoronaVac) SARS-CoV-2 vaccines: a case series and nested casecontrol study
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,3953,Association between dabigatran vs warfarin and risk of osteoporotic fractures among patients with nonvalvular atrial fibrillation
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,1156,Association of risk of suicide attempts with methylphenidate treatment
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,5237,The Government of the Hong Kong Special Administrative Region. COMIRNATY COVID-19 mRNA vaccine (BNT162b2) 2021
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,5016,Balance diagnostics for comparing the distribution of baseline covariates between treatment groups in propensity-score matched samples
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,5719,Statistical power analysis for the behavioral sciences
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,3694,Reactive arthritis after COVID-19 vaccination
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,1292,Arthritis of the left elbow joint after vaccination against SARS-CoV-2 infection
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,283,Systemic rheumatic disease flares after SARS-CoV-2 vaccination among rheumatology outpatients in New York City
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,448,Immunogenicity and safety of the CoronaVac inactivated vaccine in patients with autoimmune rheumatic diseases: a phase 4 trial
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,403,"Rheumatoid arthritis therapy reappraisal: strategies, opportunities and challenges"
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,4517,Antibody response to a single dose of SARS-CoV-2 mRNA vaccine in patients with rheumatic and musculoskeletal diseases
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,2564,Immunogenicity and safety of anti-SARS-CoV-2 mRNA vaccines in patients with chronic inflammatory conditions and immunosuppressive therapy in a monocentric cohort
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,3737,Factors associated with COVID-19-related death using OpenSAFELY
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,3997,Clinical characteristics and outcomes of patients with coronavirus disease 2019 (COVID-19) and rheumatic disease: a comparative cohort study from a US 'hot spot
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,191,Immunogenicity and safety of the BNT162b2 mRNA COVID-19 vaccine in adult patients with autoimmune inflammatory rheumatic diseases and in the general population: a multicentre study
4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong,5113,COVID-19 vaccine clinical guidance summary for patients with rheumatic and musculoskeletal diseases 2021
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,346,Acceptance of COVID-19 vaccination during the COVID-19 pandemic in China. Vaccines (Basel)
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,4364,Willingness of the general population to accept and pay for COVID-19 vaccination during the early stages of COVID-19 pandemic: a nationally representative survey in mainland China
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,5287,An online survey of the attitude and willingness of Chinese adults to receive COVID-19 vaccination
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,3550,The changing acceptance of COVID-19 vaccination in different epidemic phases in china: a longitudinal study
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,2976,but the intention of immediate vaccination declined substantially due to concerns about the vaccine's safety. The results implied that information about vaccination safety was important in addressing vaccine hesitancy and promoting successful herd immunity for the general population in China
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,5541,Willingness to receive novel coronavirus vaccine and factors influencing willingness among healthcare workers in Zhejiang province. Zhongguo Yi Miao He Mian Yi
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,104,The low acceptance rate of COVID-19 vaccines suggested that both the public and health professionals need to sufficient evidence and accurate information about COVID-19 vaccines to boost confidence in vaccination
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,3963,Understanding COVID-19 vaccine demand and hesitancy: a nationwide online survey in China
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,2859,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine in healthy adults aged 18-59 years: a randomised, double-blind, placebocontrolled, phase 1/2 clinical trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,4230,"Safety, tolerability, and immunogenicity of an inactivated SARS-CoV-2 vaccine (CoronaVac) in healthy adults aged 60 years and older: a randomised, double-blind, placebo-controlled, phase 1/2 clinical trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,5909,"Double-blind, randomized, placebo-controlled phase III clinical trial to evaluate the efficacy and safety of treating healthcare professionals with the adsorbed COVID-19 (Inactivated) vaccine manufactured by sinovac -PROFISCOV: a structured summary of a study protocol for a randomised controlled trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,5121,Efficacy and safety of a COVID-19 inactivated vaccine in healthcare professionals in Brazil: the PROFISCOV study
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,2324,This phase 3 clinical trial conducted in healthcare professionals in Brazil demonstrated that the inactivated CoronaVac vaccine has a good safety profile and is efficacious against any symptomatic SARS-CoV-2 infections and highly protective against moderate and severe COVID-19
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,3994,Draft landscape and tracker of COVID-19 candidate vaccines-30
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,997,"Development of an inactivated vaccine candidate, BBIBP-CorV, with potent protection against SARS-CoV-2"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,33,Effect of an inactivated vaccine against SARS-CoV-2 on safety and immunogenicity outcomes: interim analysis of 2 randomized clinical trials
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,2629,"Immunogenicity and safety of a recombinant adenovirus type-5-vectored COVID-19 vaccine in healthy adults aged 18 years or older: a randomised, double-blind, placebo-controlled, phase 2 trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,2456,"Oxford COVID vaccine trial group. Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,216,"Oxford COVID vaccine trial group. Safety and immunogenicity of ChAdOx1 nCoV-19 vaccine administered in a prime-boost regimen in young and old adults (COV002): a single-blind, randomised, controlled, phase 2/3 trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,4569,"Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, BBIBP-CorV: a randomised, double-blind, placebo-controlled, phase 1/2 trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,3054,"Safety, tolerability, and immunogenicity of a recombinant adenovirus type-5 vectored COVID-19 vaccine: a dose-escalation, open-label, non-randomised, first-in-human trial"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,5773,A single dose of an adenovirus-vectored vaccine provides protection against SARS-CoV-2 challenge
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,383,"Safety and immunogenicity of a recombinant tandem-repeat dimeric RBD-based protein subunit vaccine (ZF2001) against COVID-19 in adults: two randomised, double-blind, placebo-controlled, phase 1 and 2 trials"
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,4103,mRNA vaccines -a new era in vaccinology
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,4299,BNT162b2 mRNA covid-19 vaccine in a nationwide mass vaccination setting
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,6125,C4591001 clinical trial group. safety and efficacy of the BNT162b2 mRNA covid-19 vaccine
2303,Safety of an inactivated SARS-CoV-2 vaccine among healthcare workers in China,3941,COVE study group. Efficacy and safety of the mRNA-1273 SARS-CoV-2 vaccine
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2690,The impact of the COVID-19 pandemic on cancer patients
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,4475,"Centre for Health Protection, Hong Kong Department of Health. Interim Guidance Notes On Common Medical Diseases and COVID-19 Vaccination In Primary Care Settings"
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2502,COVID-19 Vaccines for Moderately or Severely Immunocompromised People
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,4452,Temporal changes in factors associated with COVID-19 vaccine hesitancy and uptake among adults in Hong Kong: serial cross-sectional surveys
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,4930,Cancer patients' willingness to take COVID-19 vaccination: a nationwide multicenter survey in Korea
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1937,Acceptance of COVID-19 vaccination in cancer patients in Hong Kong: approaches to improve the vaccination rate. Vaccines (Basel)
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,3662,COVID-19 vaccination acceptance and its associated factors among cancer patients in Tunisia
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2092,COVID-19 vaccine safety in cancer patients: a single centre experience
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,70,Immunogenicity and safety of COVID-19 vaccine BNT162b2 for patients with solid cancer: a large cohort prospective study from a single institution
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1874,Immunogenicity and safety of the BNT162b2 mRNA COVID-19 vaccine among actively treated cancer patients
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,3514,Immunogenicity and safety of the coronavac vaccine in patients with cancer receiving active systemic therapy
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1868,Safety and immunogenicity of one versus two doses of the COVID-19 vaccine BNT162b2 for patients with cancer: interim analysis of a prospective observational study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1335,Safety of COVID-19 mRNA vaccines in patients with cancer enrolled in early-phase clinical trials
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1557,Safety of the BNT162b2 mRNA COVID-19 vaccine in oncologic patients undergoing numerous cancer treatment options: a retrospective singlecenter study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2642,"Short-term safety of an anti-severe acute respiratory syndrome coronavirus 2 messenger RNA vaccine for patients with advanced lung cancer treated with anticancer drugs: a multicenter, prospective, observational study. Thorac Cancer"
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2599,Commentary: SARS-CoV-2 vaccines and cancer patients
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,5992,Safety and efficacy of the BNT162b2 mRNA Covid-19 vaccine
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,276,Efficacy and safety of a COVID-19 inactivated vaccine in healthcare professionals in Brazil: The PROFISCOV Study. SSRN
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,2860,Bell's Palsy following vaccination with mRNA (BNT162b2) and inactivated (CoronaVac) SARS-CoV-2 vaccines: a case series and nested case-control study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,5429,Multimorbidity and adverse events of special interest associated with Covid-19 vaccines in Hong Kong
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,3445,Carditis after COVID-19 vaccination with a messenger RNA vaccine and an inactivated virus vaccine : a case-control study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,3264,Herpes zoster related hospitalization after inactivated (CoronaVac) and mRNA (BNT162b2) SARS-CoV-2 vaccination: a self-controlled case series and nested case-control study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,5604,Post-Covid-19-vaccination adverse events and healthcare utilization among individuals with or without previous SARS-CoV-2 infection
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,3358,Evaluation of seropositivity following BNT162b2 messenger RNA vaccination for SARS-CoV-2 in patients undergoing treatment for cancer
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,161,Role of direct oral anticoagulants in the treatment of cancer-associated venous thromboembolism: guidance from the SSC of the ISTH
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,6047,COVID-19 Vaccines: Safety Surveillance Manual
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,1030,Characterising the background incidence rates of adverse events of special interest for covid-19 vaccines in eight countries: multinational network cohort study
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,4622,Two-dose COVID-19 vaccination and possible arthritis flare among patients with rheumatoid arthritis in Hong Kong
1513,Safety of two-dose COVID-19 vaccination (BNT162b2 and CoronaVac) in adults with cancer: a territory-wide cohort study Open Access †,4402,"Report on Evaluation of Safety, Efficacy and Quality of Comirnaty COVID-19 mRNA Vaccine (BNT162b2) Concentrate for Dispersion for Injection"
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1850,World Health Organization. Coronavirus (COVID-19) dashboard
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5413,"Efficacy and safety of an inactivated whole-virion SARS-CoV-2 vaccine (CoronaVac): interim results of a double-blind, randomised, placebo-controlled, phase 3 trial in Turkey"
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,562,Neutralizing antibody levels are highly predictive of immune protection from symptomatic SARS-CoV-2 infection
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1836,Immune correlates analysis of the mRNA-1273 COVID-19 vaccine efficacy clinical trial
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,2267,Evidence for antibody as a protective correlate for COVID-19 vaccines
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,3521,"Anti-SARS-CoV-2 antibodies testing in recipients of COVID-19 vaccination: why, when, and how?"
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,4376,Immunogenicity of the BNT162b2 COVID-19 mRNA vaccine and early clinical outcomes in patients with haematological malignancies in Lithuania: a national prospective cohort study
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,3437,Risk prediction of covid-19 related death and hospital admission in adults after covid-19 vaccination: national prospective cohort study
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5304,Protection of BNT162b2 Vaccine Booster against Covid-19 in Israel
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,60,Interim statement on COVID-19 vaccine booster doses
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,3610,FDA authorizes booster dose of Pfizer-BioNTech COVID-19 vaccine for certain populations
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,824,World Health Organization Reference Panel. First WHO international reference panel for anti-SARS-CoV-2 immunoglubulin NIBSC code: 20/268 instructions for use
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1492,Humoral immune response in inactivated SARS-CoV-2 vaccine: when should a booster dose be administered? medRxiv
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,4592,Quantitation of antibodies against SARS-CoV-2 spike protein after two doses of CoronaVac in healthcare workers
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,328,Anti-SARS-CoV-2 receptor-binding domain total antibodies response in seropositive and seronegative healthcare workers undergoing COVID-19 mRNA BNT162b2 vaccination
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5600,Quantitative SARS-CoV-2 antispike responses to Pfizer-BioNTech and Oxford-AstraZeneca vaccines by previous infection status
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,292,COVID-19: why we can't use antibody tests to show that vaccines are working
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1618,Impact of age and sex on antibody response following the second dose of COVID-19
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,4816,BNT162b2 mRNA vaccine in Greek healthcare workers. Microorganisms
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1096,Immunogenicity after two doses of inactivated virus vaccine in healthcare workers with and without previous COVID-19 infection: prospective observational study
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,2943,Antibody response to inactivated COVID-19 vaccine (CoronaVac) in immune-mediated diseases: a controlled study among hospital workers and elderly
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,448,Immunogenicity and safety of the CoronaVac inactivated vaccine in patients with autoimmune rheumatic diseases: a phase 4 trial
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5465,"Early onset of SARS-COV-2 antibodies after first dose of BNT162b2: correlation with age, gender and BMI"
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,3621,Antibody titres decline 3-month post-vaccination with BNT162b2
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,6051,HLA does not impact on shortmedium-term antibody response to preventive anti-SARS-Cov-2 vaccine
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5851,Immunogenicity of mRNA-1273 COVID vaccine after 6 months surveillance in health care workers; a third dose is necessary
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5099,Immunological memory to SARS-CoV-2 assessed for up to 8 months after infection
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,1269,Intensified antibody response elicited by boost suggests immune memory in individuals administered two doses of SARS-CoV-2 inactivated vaccine
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,3141,Correlates of protection against symptomatic and asymptomatic SARS-CoV-2 infection
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,145,A third booster dose may be necessary to mitigate neutralizing antibody fading after inoculation with two doses of an inactivated SARS-CoV-2 vaccine
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,303,To mix or not to mix? A rapid systematic review of heterologous prime-boost covid-19 vaccination
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,122,Boosting with heterologous vaccines effectively improves protective immune responses of the inactivated SARS-CoV-2 vaccine
3277,An analysis of antibody response following the second dose of CoronaVac and humoral response after booster dose with BNT162b2 or CoronaVac among healthcare workers in Turkey,5577,SARS-CoV-2 specific antibody responses after third CoronaVac or BNT162b2 vaccine following two-dose CoronaVac vaccine regimen
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,182,World Health Organization. WHO Coronavirus (COVID-19) Dashboard
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,665,Effectiveness of an Inactivated SARS-CoV-2 Vaccine in Chile
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,706,"Effectiveness of CoronaVac among healthcare workers in the setting of high SARS-CoV-2 Gamma variant transmission in Manaus, Brazil: A testnegative case-control study"
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,4368,CoronaVac induces lower neutralising activity against variants of concern than natural infection
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,5610,"Safety and immunogenicity of heterologous versus homologous prime-boost schedules with an adenoviral vectored and mRNA COVID-19 vaccine (Com-COV): a single-blind, randomised, non-inferiority trial"
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,577,Heterologous ChAdOx1 nCoV-19/BNT162b2 Prime-Boost Vaccination Induces Strong Humoral Responses among Health Care Workers. Vaccines (Basel) 2021
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,3807,Intradermal Vaccination: A Potential Tool in the Battle Against the COVID-19 Pandemic?
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,4119,"Vaccination into the Dermal Compartment: Techniques, Challenges, and Prospects. Vaccines (Basel) 2020"
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,1589,Immunogenicity and Safety of Reduced-Dose Intradermal vs Intramuscular Influenza Vaccines: A Systematic Review and Meta-analysis
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,3097,World Health Organization. Polio vaccines: WHO position paper
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,5070,World Health Organization. Rabies vaccines: WHO position paper
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,2011,"Tolerability, safety and immunogenicity of intradermal delivery of a fractional dose mRNA-1273 SARS-CoV-2 vaccine in healthy adults as a dose sparing strategy"
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,449,Immunogenicity and Safety of an Intradermal BNT162b2 mRNA Vaccine Booster after Two Doses of Inactivated SARS-CoV-2 Vaccine in Healthy Population
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,1203,Intradermal ChAdOx1 Vaccine Following Two CoronaVac Shots: A Case Report
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,6018,Intradermal vaccine delivery: will new delivery systems transform vaccine administration?
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,208,A serological assay to detect SARS-CoV-2 seroconversion in humans
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,3141,Correlates of protection against symptomatic and asymptomatic SARS-CoV-2 infection
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,1398,A SARS-CoV-2 surrogate virus neutralization test based on antibody-mediated blockage of ACE2-spike protein-protein interaction
434,Immunogenicity and reactogenicity after booster dose with AZD1222 via intradermal route among adult who had received CoronaVac,3843,Guidance for Industry Toxicity Grading Scale for Healthy Adult and Adolescent Volunteers Enrolled in Preventive Vaccine Clinical Trials
