institution1,institution2,num
Copenhagen University Hospital,Swedish Cancer Institute,2
Hospital Israelita Albert Einstein,Swedish Cancer Institute,2
Hospital Clínic of Barcelona,Swedish Cancer Institute,2
Swedish Cancer Institute,University of Modena and Reggio Emilia,2
Royal Marsden Hospital,Swedish Cancer Institute,2
Rush University Medical Center,Swedish Cancer Institute,2
Complejo Asistencial de Segovia,Swedish Cancer Institute,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Swedish Cancer Institute,2
Swedish Cancer Institute,The Royal Marsden Hospital NHS Foundation Trust,2
Swedish Cancer Institute,University of Birmingham,2
Hospital Universitario de Cruces,Swedish Cancer Institute,2
Swedish Cancer Institute,University Hospital Infanta Elena,2
Swedish Cancer Institute,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",Swedish Cancer Institute,2
Hospital Universitario de Burgos,Swedish Cancer Institute,2
Swedish Cancer Institute,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,Swedish Cancer Institute,2
Albert Schweitzer Ziekenhuis,Swedish Cancer Institute,2
84 Hospital Sierrallana,Swedish Cancer Institute,2
Swedish Cancer Institute,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,Swedish Cancer Institute,2
Swedish Cancer Institute,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,Swedish Cancer Institute,2
Swedish Cancer Institute,Università Tor Vergata Roma,2
SUNY Upstate Medical University,Swedish Cancer Institute,2
Hospital Universitario Príncipe de Asturias,Swedish Cancer Institute,2
Columbia University,University Hospital,1
Hospital Puerta de Hierro,University Hospital,1
University Hospital,University of Turin,2
University Hospital,University of Colorado Cancer Center,2
Karolinska University Hospital,University Hospital,2
Karolinska Institutet,University Hospital,2
Hospital Germans Trias i Pujol-ICO Badalona,University Hospital,2
University Hospital,University of Cologne,2
University Hospital,University of Verona,2
University Hospital,University Hospital Ramon y Cajal,2
Fondazione IRCCS Policlinico San Matteo,University Hospital,1
Hospital Universitario Donostia,University Hospital,1
Hospital Severo Ochoa,University Hospital,1
Complejo Hospitalario de Navarra,University Hospital,1
Copenhagen University Hospital,University Hospital,1
Hospital Israelita Albert Einstein,University Hospital,1
Hospital Clínic of Barcelona,University Hospital,1
University Hospital,University of Modena and Reggio Emilia,1
Royal Marsden Hospital,University Hospital,1
Rush University Medical Center,University Hospital,1
Complejo Asistencial de Segovia,University Hospital,1
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University Hospital,1
The Royal Marsden Hospital NHS Foundation Trust,University Hospital,1
University Hospital,University of Birmingham,1
Hospital Universitario de Cruces,University Hospital,1
University Hospital,University Hospital Infanta Elena,1
University Hospital,Wayne State University,1
"Hematology, St. Anna University Hospital, Cona",University Hospital,1
Hospital Universitario de Burgos,University Hospital,1
University Hospital,Università del Piemonte Orientale,1
Fondazione Policlinico Universitario A Gemelli,University Hospital,1
Albert Schweitzer Ziekenhuis,University Hospital,1
84 Hospital Sierrallana,University Hospital,1
University Hospital,Western General Hospital,1
Hematology Unit.Hospital Rafael Méndez,University Hospital,1
University Hospital,University of Pennsylvania,1
Complexo Hospitalario Universitario de Ourense,University Hospital,1
University Hospital,Università Tor Vergata Roma,1
SUNY Upstate Medical University,University Hospital,1
Hospital Universitario Príncipe de Asturias,University Hospital,1
Columbia University,Hospital Puerta de Hierro,1
Columbia University,University of Turin,2
Columbia University,University of Colorado Cancer Center,2
Columbia University,Karolinska University Hospital,2
Columbia University,Karolinska Institutet,2
Columbia University,Hospital Germans Trias i Pujol-ICO Badalona,2
Columbia University,University of Cologne,2
Columbia University,University of Verona,2
Columbia University,University Hospital Ramon y Cajal,2
Columbia University,Fondazione IRCCS Policlinico San Matteo,1
Columbia University,Hospital Universitario Donostia,1
Columbia University,Hospital Severo Ochoa,1
Columbia University,Complejo Hospitalario de Navarra,1
Columbia University,Copenhagen University Hospital,1
Columbia University,Hospital Israelita Albert Einstein,1
Columbia University,Hospital Clínic of Barcelona,1
Columbia University,University of Modena and Reggio Emilia,1
Columbia University,Royal Marsden Hospital,1
Columbia University,Rush University Medical Center,1
Columbia University,Complejo Asistencial de Segovia,1
Columbia University,"Hematology Unit, Consorc iSanitar de Terrasa Hospital",1
Columbia University,The Royal Marsden Hospital NHS Foundation Trust,1
Columbia University,University of Birmingham,1
Columbia University,Hospital Universitario de Cruces,1
Columbia University,University Hospital Infanta Elena,1
Columbia University,Wayne State University,1
Columbia University,"Hematology, St. Anna University Hospital, Cona",1
Columbia University,Hospital Universitario de Burgos,1
Columbia University,Università del Piemonte Orientale,1
Columbia University,Fondazione Policlinico Universitario A Gemelli,1
Albert Schweitzer Ziekenhuis,Columbia University,1
84 Hospital Sierrallana,Columbia University,1
Columbia University,Western General Hospital,1
Columbia University,Hematology Unit.Hospital Rafael Méndez,1
Columbia University,University of Pennsylvania,1
Columbia University,Complexo Hospitalario Universitario de Ourense,1
Columbia University,Università Tor Vergata Roma,1
Columbia University,SUNY Upstate Medical University,1
Columbia University,Hospital Universitario Príncipe de Asturias,1
Hospital Puerta de Hierro,University of Turin,2
Hospital Puerta de Hierro,University of Colorado Cancer Center,2
Hospital Puerta de Hierro,Karolinska University Hospital,2
Hospital Puerta de Hierro,Karolinska Institutet,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Puerta de Hierro,2
Hospital Puerta de Hierro,University of Cologne,2
Hospital Puerta de Hierro,University of Verona,2
Hospital Puerta de Hierro,University Hospital Ramon y Cajal,2
Fondazione IRCCS Policlinico San Matteo,Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,Hospital Universitario Donostia,1
Hospital Puerta de Hierro,Hospital Severo Ochoa,1
Complejo Hospitalario de Navarra,Hospital Puerta de Hierro,1
Copenhagen University Hospital,Hospital Puerta de Hierro,1
Hospital Israelita Albert Einstein,Hospital Puerta de Hierro,1
Hospital Clínic of Barcelona,Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,University of Modena and Reggio Emilia,1
Hospital Puerta de Hierro,Royal Marsden Hospital,1
Hospital Puerta de Hierro,Rush University Medical Center,1
Complejo Asistencial de Segovia,Hospital Puerta de Hierro,1
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,The Royal Marsden Hospital NHS Foundation Trust,1
Hospital Puerta de Hierro,University of Birmingham,1
Hospital Puerta de Hierro,Hospital Universitario de Cruces,1
Hospital Puerta de Hierro,University Hospital Infanta Elena,1
Hospital Puerta de Hierro,Wayne State University,1
"Hematology, St. Anna University Hospital, Cona",Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,Hospital Universitario de Burgos,1
Hospital Puerta de Hierro,Università del Piemonte Orientale,1
Fondazione Policlinico Universitario A Gemelli,Hospital Puerta de Hierro,1
Albert Schweitzer Ziekenhuis,Hospital Puerta de Hierro,1
84 Hospital Sierrallana,Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,Western General Hospital,1
Hematology Unit.Hospital Rafael Méndez,Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,University of Pennsylvania,1
Complexo Hospitalario Universitario de Ourense,Hospital Puerta de Hierro,1
Hospital Puerta de Hierro,Università Tor Vergata Roma,1
Hospital Puerta de Hierro,SUNY Upstate Medical University,1
Hospital Puerta de Hierro,Hospital Universitario Príncipe de Asturias,1
University of Colorado Cancer Center,University of Turin,4
Karolinska University Hospital,University of Turin,4
Karolinska Institutet,University of Turin,4
Hospital Germans Trias i Pujol-ICO Badalona,University of Turin,4
University of Cologne,University of Turin,4
University of Turin,University of Verona,4
University Hospital Ramon y Cajal,University of Turin,4
Fondazione IRCCS Policlinico San Matteo,University of Turin,2
Hospital Universitario Donostia,University of Turin,2
Hospital Severo Ochoa,University of Turin,2
Complejo Hospitalario de Navarra,University of Turin,2
Copenhagen University Hospital,University of Turin,2
Hospital Israelita Albert Einstein,University of Turin,2
Hospital Clínic of Barcelona,University of Turin,2
University of Modena and Reggio Emilia,University of Turin,2
Royal Marsden Hospital,University of Turin,2
Rush University Medical Center,University of Turin,2
Complejo Asistencial de Segovia,University of Turin,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University of Turin,2
The Royal Marsden Hospital NHS Foundation Trust,University of Turin,2
University of Birmingham,University of Turin,2
Hospital Universitario de Cruces,University of Turin,2
University Hospital Infanta Elena,University of Turin,2
University of Turin,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",University of Turin,2
Hospital Universitario de Burgos,University of Turin,2
University of Turin,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,University of Turin,2
Albert Schweitzer Ziekenhuis,University of Turin,2
84 Hospital Sierrallana,University of Turin,2
University of Turin,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,University of Turin,2
University of Pennsylvania,University of Turin,2
Complexo Hospitalario Universitario de Ourense,University of Turin,2
University of Turin,Università Tor Vergata Roma,2
SUNY Upstate Medical University,University of Turin,2
Hospital Universitario Príncipe de Asturias,University of Turin,2
Karolinska University Hospital,University of Colorado Cancer Center,4
Karolinska Institutet,University of Colorado Cancer Center,4
Hospital Germans Trias i Pujol-ICO Badalona,University of Colorado Cancer Center,4
University of Cologne,University of Colorado Cancer Center,4
University of Colorado Cancer Center,University of Verona,4
University Hospital Ramon y Cajal,University of Colorado Cancer Center,4
Fondazione IRCCS Policlinico San Matteo,University of Colorado Cancer Center,2
Hospital Universitario Donostia,University of Colorado Cancer Center,2
Hospital Severo Ochoa,University of Colorado Cancer Center,2
Complejo Hospitalario de Navarra,University of Colorado Cancer Center,2
Copenhagen University Hospital,University of Colorado Cancer Center,2
Hospital Israelita Albert Einstein,University of Colorado Cancer Center,2
Hospital Clínic of Barcelona,University of Colorado Cancer Center,2
University of Colorado Cancer Center,University of Modena and Reggio Emilia,2
Royal Marsden Hospital,University of Colorado Cancer Center,2
Rush University Medical Center,University of Colorado Cancer Center,2
Complejo Asistencial de Segovia,University of Colorado Cancer Center,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University of Colorado Cancer Center,2
The Royal Marsden Hospital NHS Foundation Trust,University of Colorado Cancer Center,2
University of Birmingham,University of Colorado Cancer Center,2
Hospital Universitario de Cruces,University of Colorado Cancer Center,2
University Hospital Infanta Elena,University of Colorado Cancer Center,2
University of Colorado Cancer Center,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",University of Colorado Cancer Center,2
Hospital Universitario de Burgos,University of Colorado Cancer Center,2
University of Colorado Cancer Center,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,University of Colorado Cancer Center,2
Albert Schweitzer Ziekenhuis,University of Colorado Cancer Center,2
84 Hospital Sierrallana,University of Colorado Cancer Center,2
University of Colorado Cancer Center,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,University of Colorado Cancer Center,2
University of Colorado Cancer Center,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,University of Colorado Cancer Center,2
University of Colorado Cancer Center,Università Tor Vergata Roma,2
SUNY Upstate Medical University,University of Colorado Cancer Center,2
Hospital Universitario Príncipe de Asturias,University of Colorado Cancer Center,2
Karolinska Institutet,Karolinska University Hospital,4
Hospital Germans Trias i Pujol-ICO Badalona,Karolinska University Hospital,4
Karolinska University Hospital,University of Cologne,4
Karolinska University Hospital,University of Verona,4
Karolinska University Hospital,University Hospital Ramon y Cajal,4
Fondazione IRCCS Policlinico San Matteo,Karolinska University Hospital,2
Hospital Universitario Donostia,Karolinska University Hospital,2
Hospital Severo Ochoa,Karolinska University Hospital,2
Complejo Hospitalario de Navarra,Karolinska University Hospital,2
Copenhagen University Hospital,Karolinska University Hospital,2
Hospital Israelita Albert Einstein,Karolinska University Hospital,2
Hospital Clínic of Barcelona,Karolinska University Hospital,2
Karolinska University Hospital,University of Modena and Reggio Emilia,2
Karolinska University Hospital,Royal Marsden Hospital,2
Karolinska University Hospital,Rush University Medical Center,2
Complejo Asistencial de Segovia,Karolinska University Hospital,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Karolinska University Hospital,2
Karolinska University Hospital,The Royal Marsden Hospital NHS Foundation Trust,2
Karolinska University Hospital,University of Birmingham,2
Hospital Universitario de Cruces,Karolinska University Hospital,2
Karolinska University Hospital,University Hospital Infanta Elena,2
Karolinska University Hospital,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",Karolinska University Hospital,2
Hospital Universitario de Burgos,Karolinska University Hospital,2
Karolinska University Hospital,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,Karolinska University Hospital,2
Albert Schweitzer Ziekenhuis,Karolinska University Hospital,2
84 Hospital Sierrallana,Karolinska University Hospital,2
Karolinska University Hospital,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,Karolinska University Hospital,2
Karolinska University Hospital,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,Karolinska University Hospital,2
Karolinska University Hospital,Università Tor Vergata Roma,2
Karolinska University Hospital,SUNY Upstate Medical University,2
Hospital Universitario Príncipe de Asturias,Karolinska University Hospital,2
Hospital Germans Trias i Pujol-ICO Badalona,Karolinska Institutet,4
Karolinska Institutet,University of Cologne,4
Karolinska Institutet,University of Verona,4
Karolinska Institutet,University Hospital Ramon y Cajal,4
Fondazione IRCCS Policlinico San Matteo,Karolinska Institutet,2
Hospital Universitario Donostia,Karolinska Institutet,2
Hospital Severo Ochoa,Karolinska Institutet,2
Complejo Hospitalario de Navarra,Karolinska Institutet,2
Copenhagen University Hospital,Karolinska Institutet,2
Hospital Israelita Albert Einstein,Karolinska Institutet,2
Hospital Clínic of Barcelona,Karolinska Institutet,2
Karolinska Institutet,University of Modena and Reggio Emilia,2
Karolinska Institutet,Royal Marsden Hospital,2
Karolinska Institutet,Rush University Medical Center,2
Complejo Asistencial de Segovia,Karolinska Institutet,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Karolinska Institutet,2
Karolinska Institutet,The Royal Marsden Hospital NHS Foundation Trust,2
Karolinska Institutet,University of Birmingham,2
Hospital Universitario de Cruces,Karolinska Institutet,2
Karolinska Institutet,University Hospital Infanta Elena,2
Karolinska Institutet,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",Karolinska Institutet,2
Hospital Universitario de Burgos,Karolinska Institutet,2
Karolinska Institutet,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,Karolinska Institutet,2
Albert Schweitzer Ziekenhuis,Karolinska Institutet,2
84 Hospital Sierrallana,Karolinska Institutet,2
Karolinska Institutet,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,Karolinska Institutet,2
Karolinska Institutet,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,Karolinska Institutet,2
Karolinska Institutet,Università Tor Vergata Roma,2
Karolinska Institutet,SUNY Upstate Medical University,2
Hospital Universitario Príncipe de Asturias,Karolinska Institutet,2
Hospital Germans Trias i Pujol-ICO Badalona,University of Cologne,4
Hospital Germans Trias i Pujol-ICO Badalona,University of Verona,4
Hospital Germans Trias i Pujol-ICO Badalona,University Hospital Ramon y Cajal,4
Fondazione IRCCS Policlinico San Matteo,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Universitario Donostia,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Severo Ochoa,2
Complejo Hospitalario de Navarra,Hospital Germans Trias i Pujol-ICO Badalona,2
Copenhagen University Hospital,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Israelita Albert Einstein,2
Hospital Clínic of Barcelona,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,University of Modena and Reggio Emilia,2
Hospital Germans Trias i Pujol-ICO Badalona,Royal Marsden Hospital,2
Hospital Germans Trias i Pujol-ICO Badalona,Rush University Medical Center,2
Complejo Asistencial de Segovia,Hospital Germans Trias i Pujol-ICO Badalona,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,The Royal Marsden Hospital NHS Foundation Trust,2
Hospital Germans Trias i Pujol-ICO Badalona,University of Birmingham,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Universitario de Cruces,2
Hospital Germans Trias i Pujol-ICO Badalona,University Hospital Infanta Elena,2
Hospital Germans Trias i Pujol-ICO Badalona,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Universitario de Burgos,2
Hospital Germans Trias i Pujol-ICO Badalona,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,Hospital Germans Trias i Pujol-ICO Badalona,2
Albert Schweitzer Ziekenhuis,Hospital Germans Trias i Pujol-ICO Badalona,2
84 Hospital Sierrallana,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,Hospital Germans Trias i Pujol-ICO Badalona,2
Hospital Germans Trias i Pujol-ICO Badalona,Università Tor Vergata Roma,2
Hospital Germans Trias i Pujol-ICO Badalona,SUNY Upstate Medical University,2
Hospital Germans Trias i Pujol-ICO Badalona,Hospital Universitario Príncipe de Asturias,2
University of Cologne,University of Verona,4
University Hospital Ramon y Cajal,University of Cologne,4
Fondazione IRCCS Policlinico San Matteo,University of Cologne,2
Hospital Universitario Donostia,University of Cologne,2
Hospital Severo Ochoa,University of Cologne,2
Complejo Hospitalario de Navarra,University of Cologne,2
Copenhagen University Hospital,University of Cologne,2
Hospital Israelita Albert Einstein,University of Cologne,2
Hospital Clínic of Barcelona,University of Cologne,2
University of Cologne,University of Modena and Reggio Emilia,2
Royal Marsden Hospital,University of Cologne,2
Rush University Medical Center,University of Cologne,2
Complejo Asistencial de Segovia,University of Cologne,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University of Cologne,2
The Royal Marsden Hospital NHS Foundation Trust,University of Cologne,2
University of Birmingham,University of Cologne,2
Hospital Universitario de Cruces,University of Cologne,2
University Hospital Infanta Elena,University of Cologne,2
University of Cologne,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",University of Cologne,2
Hospital Universitario de Burgos,University of Cologne,2
University of Cologne,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,University of Cologne,2
Albert Schweitzer Ziekenhuis,University of Cologne,2
84 Hospital Sierrallana,University of Cologne,2
University of Cologne,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,University of Cologne,2
University of Cologne,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,University of Cologne,2
University of Cologne,Università Tor Vergata Roma,2
SUNY Upstate Medical University,University of Cologne,2
Hospital Universitario Príncipe de Asturias,University of Cologne,2
University Hospital Ramon y Cajal,University of Verona,4
Fondazione IRCCS Policlinico San Matteo,University of Verona,2
Hospital Universitario Donostia,University of Verona,2
Hospital Severo Ochoa,University of Verona,2
Complejo Hospitalario de Navarra,University of Verona,2
Copenhagen University Hospital,University of Verona,2
Hospital Israelita Albert Einstein,University of Verona,2
Hospital Clínic of Barcelona,University of Verona,2
University of Modena and Reggio Emilia,University of Verona,2
Royal Marsden Hospital,University of Verona,2
Rush University Medical Center,University of Verona,2
Complejo Asistencial de Segovia,University of Verona,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University of Verona,2
The Royal Marsden Hospital NHS Foundation Trust,University of Verona,2
University of Birmingham,University of Verona,2
Hospital Universitario de Cruces,University of Verona,2
University Hospital Infanta Elena,University of Verona,2
University of Verona,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",University of Verona,2
Hospital Universitario de Burgos,University of Verona,2
University of Verona,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,University of Verona,2
Albert Schweitzer Ziekenhuis,University of Verona,2
84 Hospital Sierrallana,University of Verona,2
University of Verona,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,University of Verona,2
University of Pennsylvania,University of Verona,2
Complexo Hospitalario Universitario de Ourense,University of Verona,2
University of Verona,Università Tor Vergata Roma,2
SUNY Upstate Medical University,University of Verona,2
Hospital Universitario Príncipe de Asturias,University of Verona,2
Fondazione IRCCS Policlinico San Matteo,University Hospital Ramon y Cajal,2
Hospital Universitario Donostia,University Hospital Ramon y Cajal,2
Hospital Severo Ochoa,University Hospital Ramon y Cajal,2
Complejo Hospitalario de Navarra,University Hospital Ramon y Cajal,2
Copenhagen University Hospital,University Hospital Ramon y Cajal,2
Hospital Israelita Albert Einstein,University Hospital Ramon y Cajal,2
Hospital Clínic of Barcelona,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,University of Modena and Reggio Emilia,2
Royal Marsden Hospital,University Hospital Ramon y Cajal,2
Rush University Medical Center,University Hospital Ramon y Cajal,2
Complejo Asistencial de Segovia,University Hospital Ramon y Cajal,2
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",University Hospital Ramon y Cajal,2
The Royal Marsden Hospital NHS Foundation Trust,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,University of Birmingham,2
Hospital Universitario de Cruces,University Hospital Ramon y Cajal,2
University Hospital Infanta Elena,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,Wayne State University,2
"Hematology, St. Anna University Hospital, Cona",University Hospital Ramon y Cajal,2
Hospital Universitario de Burgos,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,Università del Piemonte Orientale,2
Fondazione Policlinico Universitario A Gemelli,University Hospital Ramon y Cajal,2
Albert Schweitzer Ziekenhuis,University Hospital Ramon y Cajal,2
84 Hospital Sierrallana,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,Western General Hospital,2
Hematology Unit.Hospital Rafael Méndez,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,University of Pennsylvania,2
Complexo Hospitalario Universitario de Ourense,University Hospital Ramon y Cajal,2
University Hospital Ramon y Cajal,Università Tor Vergata Roma,2
SUNY Upstate Medical University,University Hospital Ramon y Cajal,2
Hospital Universitario Príncipe de Asturias,University Hospital Ramon y Cajal,2
Fondazione IRCCS Policlinico San Matteo,Hospital Universitario Donostia,1
Fondazione IRCCS Policlinico San Matteo,Hospital Severo Ochoa,1
Complejo Hospitalario de Navarra,Fondazione IRCCS Policlinico San Matteo,1
Copenhagen University Hospital,Fondazione IRCCS Policlinico San Matteo,1
Fondazione IRCCS Policlinico San Matteo,Hospital Israelita Albert Einstein,1
Fondazione IRCCS Policlinico San Matteo,Hospital Clínic of Barcelona,1
Fondazione IRCCS Policlinico San Matteo,University of Modena and Reggio Emilia,1
Fondazione IRCCS Policlinico San Matteo,Royal Marsden Hospital,1
Fondazione IRCCS Policlinico San Matteo,Rush University Medical Center,1
Complejo Asistencial de Segovia,Fondazione IRCCS Policlinico San Matteo,1
Fondazione IRCCS Policlinico San Matteo,"Hematology Unit, Consorc iSanitar de Terrasa Hospital",1
Fondazione IRCCS Policlinico San Matteo,The Royal Marsden Hospital NHS Foundation Trust,1
Fondazione IRCCS Policlinico San Matteo,University of Birmingham,1
Fondazione IRCCS Policlinico San Matteo,Hospital Universitario de Cruces,1
Fondazione IRCCS Policlinico San Matteo,University Hospital Infanta Elena,1
Fondazione IRCCS Policlinico San Matteo,Wayne State University,1
Fondazione IRCCS Policlinico San Matteo,"Hematology, St. Anna University Hospital, Cona",1
Fondazione IRCCS Policlinico San Matteo,Hospital Universitario de Burgos,1
Fondazione IRCCS Policlinico San Matteo,Università del Piemonte Orientale,1
Fondazione IRCCS Policlinico San Matteo,Fondazione Policlinico Universitario A Gemelli,1
Albert Schweitzer Ziekenhuis,Fondazione IRCCS Policlinico San Matteo,1
84 Hospital Sierrallana,Fondazione IRCCS Policlinico San Matteo,1
Fondazione IRCCS Policlinico San Matteo,Western General Hospital,1
Fondazione IRCCS Policlinico San Matteo,Hematology Unit.Hospital Rafael Méndez,1
Fondazione IRCCS Policlinico San Matteo,University of Pennsylvania,1
Complexo Hospitalario Universitario de Ourense,Fondazione IRCCS Policlinico San Matteo,1
Fondazione IRCCS Policlinico San Matteo,Università Tor Vergata Roma,1
Fondazione IRCCS Policlinico San Matteo,SUNY Upstate Medical University,1
Fondazione IRCCS Policlinico San Matteo,Hospital Universitario Príncipe de Asturias,1
Hospital Severo Ochoa,Hospital Universitario Donostia,1
Complejo Hospitalario de Navarra,Hospital Universitario Donostia,1
Copenhagen University Hospital,Hospital Universitario Donostia,1
Hospital Israelita Albert Einstein,Hospital Universitario Donostia,1
Hospital Clínic of Barcelona,Hospital Universitario Donostia,1
Hospital Universitario Donostia,University of Modena and Reggio Emilia,1
Hospital Universitario Donostia,Royal Marsden Hospital,1
Hospital Universitario Donostia,Rush University Medical Center,1
Complejo Asistencial de Segovia,Hospital Universitario Donostia,1
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Hospital Universitario Donostia,1
Hospital Universitario Donostia,The Royal Marsden Hospital NHS Foundation Trust,1
Hospital Universitario Donostia,University of Birmingham,1
Hospital Universitario Donostia,Hospital Universitario de Cruces,1
Hospital Universitario Donostia,University Hospital Infanta Elena,1
Hospital Universitario Donostia,Wayne State University,1
"Hematology, St. Anna University Hospital, Cona",Hospital Universitario Donostia,1
Hospital Universitario Donostia,Hospital Universitario de Burgos,1
Hospital Universitario Donostia,Università del Piemonte Orientale,1
Fondazione Policlinico Universitario A Gemelli,Hospital Universitario Donostia,1
Albert Schweitzer Ziekenhuis,Hospital Universitario Donostia,1
84 Hospital Sierrallana,Hospital Universitario Donostia,1
Hospital Universitario Donostia,Western General Hospital,1
Hematology Unit.Hospital Rafael Méndez,Hospital Universitario Donostia,1
Hospital Universitario Donostia,University of Pennsylvania,1
Complexo Hospitalario Universitario de Ourense,Hospital Universitario Donostia,1
Hospital Universitario Donostia,Università Tor Vergata Roma,1
Hospital Universitario Donostia,SUNY Upstate Medical University,1
Hospital Universitario Donostia,Hospital Universitario Príncipe de Asturias,1
Complejo Hospitalario de Navarra,Hospital Severo Ochoa,1
Copenhagen University Hospital,Hospital Severo Ochoa,1
Hospital Israelita Albert Einstein,Hospital Severo Ochoa,1
Hospital Clínic of Barcelona,Hospital Severo Ochoa,1
Hospital Severo Ochoa,University of Modena and Reggio Emilia,1
Hospital Severo Ochoa,Royal Marsden Hospital,1
Hospital Severo Ochoa,Rush University Medical Center,1
Complejo Asistencial de Segovia,Hospital Severo Ochoa,1
"Hematology Unit, Consorc iSanitar de Terrasa Hospital",Hospital Severo Ochoa,1
Hospital Severo Ochoa,The Royal Marsden Hospital NHS Foundation Trust,1
Hospital Severo Ochoa,University of Birmingham,1
Hospital Severo Ochoa,Hospital Universitario de Cruces,1
Hospital Severo Ochoa,University Hospital Infanta Elena,1
Hospital Severo Ochoa,Wayne State University,1
"Hematology, St. Anna University Hospital, Cona",Hospital Severo Ochoa,1
Hospital Severo Ochoa,Hospital Universitario de Burgos,1
Hospital Severo Ochoa,Università del Piemonte Orientale,1
Fondazione Policlinico Universitario A Gemelli,Hospital Severo Ochoa,1
Albert Schweitzer Ziekenhuis,Hospital Severo Ochoa,1
84 Hospital Sierrallana,Hospital Severo Ochoa,1
Hospital Severo Ochoa,Western General Hospital,1
Hematology Unit.Hospital Rafael Méndez,Hospital Severo Ochoa,1
Hospital Severo Ochoa,University of Pennsylvania,1
Complexo Hospitalario Universitario de Ourense,Hospital Severo Ochoa,1
Hospital Severo Ochoa,Università Tor Vergata Roma,1
Hospital Severo Ochoa,SUNY Upstate Medical University,1
